55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,85,65,65,51,65,65,52,66,0,0,0,0,64,65,52,65,52,65,65,84,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
85,65,65,65,65,65,65,65,65,65,65,65,65,51,52,65,65,65,65,65,65,84,85,65,65,65,51,65,65,65,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,54,56,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,54,56,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,54,56,0,71,73,0,71,72,73,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,54,56,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,71,72,73,0,44,45,46,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,54,55,56,0,44,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,46,71,72,73,0,54,55,56,0,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,0,0,0,0,54,55,56,0,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,66,0,0,44,45,74,55,56,0,54,75,45,45,45,45,45,45,45,45,45,46,0,0,44,45,45,45,45,45,74,55,55,55,55,55,55,55,55,55,55
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,65,65,66,0,64,65,65,65,65,65,65,84,55,55,85,66,0,0,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
