55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,85,51,52,84,55,85,51,52,84,55,85,51,52,84,55,85,51,84
55,55,56,0,0,64,65,66,0,0,64,65,66,0,0,64,65,66,0,54
55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
55,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
55,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
55,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
65,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
45,45,45,45,45,45,45,45,45,45,46,0,0,44,45,45,45,45,45,74
85,65,65,65,65,65,65,65,65,65,66,0,0,64,65,65,65,65,84,55
56,0,0,0,0,0,71,72,73,0,0,0,0,0,71,72,72,73,54,55
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,73,54,55
56,0,0,0,0,0,0,0,0,0,0,0,0,44,45,45,45,45,74,55
56,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55
82,0,0,0,0,0,0,0,0,0,0,0,0,64,65,65,65,65,65,84
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,45,45,45,45,74
0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,55,55,55,55,55
45,45,45,46,0,0,44,45,45,45,45,45,45,74,55,85,65,65,65,65
65,65,65,66,0,0,64,52,65,52,65,52,65,84,55,56,0,0,0,0
0,0,71,73,0,0,0,0,0,0,0,0,0,54,55,56,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,56,0,0,0,0
0,0,71,73,0,0,0,0,0,0,0,0,0,54,55,56,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,56,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,75,45,45,45,45
